id,title,overview,genres,vote_average,original_language,keywords
419430,Get Out,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.","Mystery, Thriller, Horror",7.624,en,"kidnapping, externally controlled action, manipulation, dark comedy, hypnosis, parents-in-law, satire, racist, revenge, interracial relationship, disappearance, racism, psychological thriller, neurosurgeon, missing person, stereotype, brain surgery, satirical, race-conscious, anxious, pathetic, authoritarian, awestruck"
293660,Deadpool,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.","Action, Adventure, Comedy",7.624,en,"superhero, anti hero, mercenary, based on comic, aftercreditsstinger, duringcreditsstinger"
228205,The Longest Ride,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,"Drama, Romance",7.6,en,"based on novel or book, art student, love, cowboy, injury, bull riding, young adult"
39324,Dragon Ball Z: The History of Trunks,It has been thirteen years since the Androids began their killing rampage and Son Gohan is the only person fighting back. He takes Bulma's son Trunks as a student and even gives his own life to save Trunks's. Now Trunks must figure out a way to change this apocalyptic future,"Animation, Action, Science Fiction",7.624,ja,"android, dystopia, time travel, based on manga, genocide, teacher student relationship, alternate timeline, shounen, anime, mother son relationship, synthetic android, tv special"
33997,Desert Flower,"The autobiography of a Somalian nomad who was sold in marriage at 13, fled from Africa a while later to become finally an American supermodel and is now at the age of 38, the UN spokeswoman against female genital mutilation.",Drama,7.624,en,"based on novel or book, africa, wilderness, supermodel, somalia, based on true story, vagabond, united nations, woman director"
8832,Il Divo,"Italy, early '90s. Calm, clever and inscrutable, politician Giulio Andreotti has been synonymous with power for decades. He has survived everything: electoral battles, terrorist massacres, loss of friends, slanderous accusations; but now certain repentant mobsters implicate him in the crimes of Cosa Nostra.",Drama,7.624,it,"politics, italy, vatican (holy see), 1970s, prime minister, biography, mafia, italian history, 1980s, 1990s, state crimes, cosa nostra, domestic terrorism, pentito, repentant mobster"
471707,Corpus Christi,"A pious 20-year-old juvenile delinquent is sent to work at a sawmill in a small town; on arrival, he dresses up as a priest and accidentally takes over the local parish. The arrival of this young, charismatic preacher is an opportunity for the local community to begin the healing process after a tragedy that happened a year prior.",Drama,7.6,pl,"small town, juvenile delinquent, catholic, catholic priest, confession booth, youth correctional facility, psychological drama"
14784,The Fall,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story about 5 mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality starts to blur as the tale advances.","Adventure, Fantasy, Drama",7.623,en,"suicide attempt, stuntman, remake, morphine, hospital, patient, bandit, filmmaking, storytelling, 1920s, grim, old hollywood, loving, playful, introspective, audacious, exuberant, hopeful, vibrant"
212,Arsenic and Old Lace,"Mortimer Brewster, a newspaper drama critic, playwright, and author known for his diatribes against marriage, suddenly falls in love and gets married;  but when he makes a quick trip home to tell his two maiden aunts, he finds out his aunts' hobby - killing lonely old men and burying them in the cellar!","Comedy, Crime",7.623,en,"poison, cemetery, insanity, cellar, marriage, halloween, murder, serial killer, writer, corpse, critic"
164,Breakfast at Tiffany's,"Holly Golightly is an eccentric New York City playgirl determined to marry a Brazilian millionaire. But when young writer Paul Varjak moves into her apartment building, her past threatens to get in their way.","Comedy, Romance, Drama",7.622,en,"new york city, love of one's life, broken engagement, cat, store window, cigarette, free spirit, writer, millionaire, jewelry store, gold digger, older woman younger man relationship, kept man, rich woman, best friends, yellowface"
498249,Bad Seeds,"Wael, a former street child, makes a living from small scams with his adoptive mother and partner-in-crime Monique. When this unconventional duo swindles the wrong guy, Victor, an old acquaintance of Monique now in charge of a support organization for troubled teens, they have no choice but to become his interim secretary and educator in order to redeem themselves.","Comedy, Drama",7.621,fr,
207703,Kingsman: The Secret Service,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,"Crime, Comedy, Action, Adventure",7.62,en,"great britain, spy, secret organization, microchip, secret agent, training, based on comic, implant, united kingdom, duringcreditsstinger, global threat, abusive stepfather"
13386,I'm Starting from Three,"Gaetano, a young Neapolitan, decides to leave home, work and friends, to look for other moments of life and meet other people.",Comedy,7.621,it,"friendship, naples, italy, florence, italy, love, moving, autostop, life changes"
3309,Mildred Pierce,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,"Crime, Drama",7.6,en,"daughter, infidelity, husband wife relationship, restaurant, snob, business woman, promise, spoiled child, film noir, murder, black and white, beach house, frame up, ex-husband ex-wife relationship, told in flashback, nightclub singer, mother daughter estrangement, business partner, shocking, ungrateful child, zealous, mother daughter relationship, introspective, bold, complicated, melodramatic, tragic"
42987,The Servant,Indolent aristocrat Tony employs competent Barrett as his manservant and all seems to be going well until Barrett persuades Tony to hire his sister as a live-in maid.,Drama,7.6,en,"london, england, servant, bachelor, manipulation, con man, role reversal, alcoholism, femme fatale, sexual humiliation, downfall, black and white, alcohol abuse, seductress, cuckold, class prejudice, class conflict, manservant, psychosexual thriller, master servant relationship, british class system, downward spiral, moral corruption, home intrusion, mirrors, self-destructive behavior, homme fatale, seductive maid"
